jobCpy,jobTitle,jobMes,jobSal,jobCon,jobAdd,jobUrl
深圳市中金国瑞基金管理有限公司,"
量化交易员","
深圳|2年经验|本科|招3人|07-11发布",1.3-1.8万/月,"【岗位职责】
1、独立研究总结投资逻辑,包括股市(不限于A股),大宗商品,外汇以及期权，并运用数量化方法论证和实现；
2、通过数据挖掘，发掘数据规律、寻找交易逻辑；
3、交易策略的持续跟踪，优化和改进量化交易策略。
【任职要求】
1、全日制本科及以上学历，数学、物理、数量金融、统计、计算机、电子信息等相关专业，具有量化策略工作或实习经验者优先；
2、数学基础扎实，能熟练应用数学语言描述现实问题；
3、熟练掌握C++/Python/Matlab/R等编程语言中至少一门编程语言,最好是C++以及python；
4、良好的逻辑思维能力、团队合作能力和快速学习能力，能承受一定的工作压力。
职能类别：
股票/期货操盘手
金融/经济研究员
关键字：
python，策略",福田区深南大道7088号招商银行大厦36层,https://jobs.51job.com/shenzhen/101765494.html?s=01&t=0
深圳怡生方和生物有限公司,"
生物信息分析员","
深圳-盐田区|无工作经验|本科|招3人|07-24发布",0.6-1.2万/月,"岗位职责：
1、高通量测序原始数据分析；
2、熟悉常规信息分析，如全外显子组分析；
3、熟悉常见注释数据库，能熟练使用者优先；
4、对检测数据结果进行生物学解读；
5、设计构建安全有效的数据库系统。
任职要求：
1、本科及以上学历，
对普通生物学、遗传学、有数学背景可优先；
2、能阅读英文文献；
3、熟悉Linux系统，熟悉至少一门编程语言（Python优先）；
                                            
4、熟练掌握R语言或matlab等；
5、具有高通量测序生物信息分析工作经验优先。
6、有相关项目实习经验或对编程感兴趣、了解高通量测序的优秀应届生也可投递。
职能类别：
生物工程/生物制药",深盐路2002号大百汇中心,https://jobs.51job.com/shenzhen-ytq/102238998.html?s=01&t=0
晶盈宝（深圳）网络科技有限公司,"
用户运营专员","
深圳-福田区|3-4年经验|本科|招2人|08-06发布",0.8-1万/月,"1、深入了解数字资产金融业务，并通过数据分析为用户细分与定位、业务运营决策提供依据
2、独立完成区块链行业相关项目跟踪，对各类区块链项目进行筛选和评估；
3、进行行业分析、项目方对接及项目调研，形成调研结论，撰写调研报告；
4、通过大数据挖掘用户行为和属性特征，与用户运营岗位紧密合作，精准勾勒用户全貌
6、建立数据分析的流程、规范和方法，并指导初级数据分析师开展工作
7、有投资券商实习或研究经验佳；
岗位要求：
1、本科以上学历，经济学、统计学、计算机等和数据处理高度相关专业
2、3~5年数据分析经验，有金融、区块链、数字货币背景优先、有大厂经验优先
3、具备很强的结构化思维能力，对数据有商业敏感度，能通过信息整合分析形成清晰的业务观点和趋势预判
4、强大的数据操控和管理能力。精通Excel、SQL等，熟悉Google Analytics，会使用Python或R语言进行数据分析
5、结果导向，横向纵向的沟通执行力强
职能类别：
网站运营专员
关键字：
区块链",福田区保税区CFC长富金茂大厦67楼,https://jobs.51job.com/shenzhen-ftq/104375416.html?s=01&t=0
深圳金夸克数字科技有限公司,"
用户运营（区块链/数字货币）","
深圳-罗湖区|2年经验|本科|招1人|08-06发布",6-8千/月,"岗位描述：
1、深入了解数字资产金融业务，并通过数据分析为用户细分与定位、业务运营决策提供依据
2、独立完成区块链行业相关项目跟踪，对各类区块链项目进行筛选和评估；
3、进行行业分析、项目方对接及项目调研，形成调研结论，撰写调研报告；
4、区块链项目日常跟踪及跟踪报告撰写（中文及英文）；
5、通过大数据挖掘用户行为和属性特征，与用户运营岗位紧密合作，精准勾勒用户全貌
6、优化核心数据监控体系，基于用户场景对业务进行全面诊断、挖掘业务问题和痛点，并给出行动建议
7、建立数据分析的流程、规范和方法，并指导初级数据分析师开展工作
8、有投资券商实习或研究经验佳；
 
岗位要求：
1、本科以上学历，经济学、统计学、计算机等和数据处理高度相关专业
2、3~5年数据分析经验，有金融、区块链、数字货币背景优先、有大厂经验优先
3、具备很强的结构化思维能力，对数据有商业敏感度，能通过信息整合分析形成清晰的业务观点和趋势预判
4、强大的数据操控和管理能力。精通Excel、SQL等，熟悉Google Analytics，会使用Python或R语言进行数据分析
5、结果导向，横向纵向的沟通执行力强
公司福利：
1、工作时间：上午09:00-12:00,下午13:30-18:00(双休)
2、我们有：宽敞舒服的办公环境、可任性移动办公环境
3、我们还有：五险一金、下午茶、节日礼品、任性聚餐、旅游
4、各种该有的假：带薪年假、法定节假日、婚假、产假、陪产假…
5、大小鲜肉、各色美女团队组合等你加入！
公司官网：
http://www.youjindui.com/
职能类别：
新媒体运营
关键字：
用户运营
新媒体
金融
区块链
数字货币",布吉路1028号中设大厦B座5楼503-506室,https://jobs.51job.com/shenzhen-lhq/102510187.html?s=01&t=0
武汉市哈哈便利科技有限公司,"
深度学习图像算法高级工程师","
深圳-南山区|3-4年经验|本科|招若干人|08-06发布|电子信息科学与技术 计算机科学与技术",4-8万/月,"岗位职责：
1、负责商品识别深度学习算法的核心模型研发；
2、负责深度学习图像算法的开发与性能提升，负责下述研究课题中的一项或多项，包括但不限于：检测、分类、语义分割、实例分割等相关算法；
3、推动算法在公司实际应用领域的性能优化和落地。
 任职要求：
 基本项：
1、本科或以上学历，两年以上相关工作经验或研究经历；
2、有物体检测、分类、语义分割、实例分割等深度学习经验；
3、熟练掌握计算机视觉&机器学习的基本方法；
4、较强的算法实现能力，熟练掌握 C/C++ /Python 编程；
5、算法基础扎实，掌握常见设计模式，具有良好代码风格和质量意识，能独立完成算法模块设计、开发和测试；
6、优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情；
7、良好的沟通能力和团队合作能力。
优先项：
1、有较强的研究能力者优先，例如在国际顶尖会议或期刊（包括但不限于CVPR, ICCV, ECCV, NIPS, ICML, AAAI, TPAMI, IJCV等）上发表过论文；
2、有较强的代码能力者优先，获得过ACM或其他商业代码竞赛的荣誉，如ACM区预赛金牌、NOI银牌以上、百度之星决赛等，或代码开源在GitHub上并有较大影响；
3、有较强的比赛经验者或者在重要数据集的排行榜上排名靠前的优先，这些比赛包括但不限于ImageNet、MS COCO等相关竞赛，Kaggle和AI Challenger 等一些国内外商业比赛等；
4、有较丰富的相关经验者优先，比如有一年以上在人工智能领域公司进行计算机视觉&机器学习方面实习或工作的经验，或来自国内外计算机视觉/机器学习/计算机图形学/数据挖掘等领域内知名实验室。
职能类别：
算法工程师
其他",桑达科技大厦601,https://jobs.51job.com/shenzhen-nsq/99041795.html?s=01&t=0
深圳市衍盛资产管理有限公司,"
数据分析师","
深圳-南山区|无工作经验|本科|招若干人|08-07发布",200元/天,"岗位职责：
  1、股票，期货，期权等衍生品交易数据分析，策略开发和实现等；
  2、对不同金融数据库（wind，朝阳永续，bloomberg等）的使用，数据校对，分析和
可视化等的工作；
  3、对实盘或者回测中产生的交易订单分析，为基金产品的交易和运营决策提供数据支
持。
岗位要求：
  1、计算机，电子，数学，统计，金融等相关专业，全日制本科或硕士，不限于在校生；
  2、有一定的编程基础，熟练使用office；
  3、全职或者***均可，***一周需要有三天或者五个半天及以上；
  4、态度认真，踏实负责，学以致用，能自始至终完成一个完整的项目。
                
具有以下条件之一或以上者优先考虑：
  1、熟练使用python，有较强的python编程能力和一定的python优化经验；
  2、高中大学相关数学，编程竞赛（包括不限于acm等比赛），数学或者cs基础良好；
  3、具有一定金融知识，有过相关国内金融衍生品交易或者做过金融类数据分析相关项目经验；
  4、即将毕业或实习时间在三个月及以上。
职能类别：
数据库工程师/管理员",科苑路8号讯美科技广场3号楼4层,https://jobs.51job.com/shenzhen-nsq/102835391.html?s=01&t=0
深圳市飞蚁网络科技有限公司,"
C语言开发工程师","
深圳-南山区|无工作经验|招5人|08-10发布",0.6-1.5万/月,"岗位职责：

1
、协同负责搭建系统架构，负责广告插件的开发；
2
、负责系统产品的功能实现及优化，保障代码执行效率和稳定性；
3
、负责平台产品的技术交付，解决插件设计相关的问题；
4
、负责完善和优化项目相关的技术规范及体系文件。

任职要求：

1
、本科及以上学历，软件或计算机通信相关专业；
2、985，211院校优秀应届本科、硕士毕业生优先，接受在校生实习，提供转正机会
3、熟悉Linux系统环境，掌握网络基本知识以及一些网络工具的使用；
4、了解
C/python
语言，有一定的服务端开发能力以及
shell
脚本的编写；
5、具备较强的学习能力和沟通能力，能够快速掌握项目相关技术。
职能类别：
互联网软件开发工程师",高新技术产业园区综合楼W1-A栋4楼B-05室,https://jobs.51job.com/shenzhen-nsq/102329116.html?s=01&t=0
海南义立科技有限公司,"
渗透测试工程师","
海口|无工作经验|招5人|08-12发布",0.7-2万/月,"（一）岗位职责
    1、负责公司承接的Web渗透性测试项目，编写渗透测试方案并执行渗透测试，出具渗透测试分析报告并给出安全加固方案；
    2、提供网络安全攻防技术培训演练及应急响应工作。
   3、对互联网领域的重大安全事件进行跟踪、分析；
   （二）岗位要求
    1、熟悉渗透测试步骤、方法、流程；
    2、渗透思路清晰，具备独立WEB渗透能力，熟练掌握SQL注入/XSS/CSRF/文件上传/文件包含/命令执行等漏洞利用方法，熟悉OWASP TOP 10漏洞；
    3、有一定代码编写能力，熟练掌握至少一种编程/脚本语言，如：asp.net/php/java/bash/python等，能独立设计编写脚本应用工具；
    4、熟练掌握Apache\IIS等WEB服务器和Mysql/Oracle等数据库服务器的安全配置策略；
    5、熟悉Windows和Linux等主流操作系统安全配置，了解内核安全机制；
    6、专业出身不限，学历背景不限，性别不限；
    7、具备一定的内网渗透经验者优先；
    8、在知名的漏洞提交平台上提交过高质量漏洞，或在知名网站、论坛、杂志上发表过安全漏洞分析文章的优先考虑；有过百度、360、腾讯、金山、华为等知名企业网络安全部门实习经历的优先考虑。
职能类别：
网络信息安全工程师
技术支持/维护工程师
关键字：
网络渗透
网络攻防
网络安全
信息安全",龙华区文华路中诚广场,https://jobs.51job.com/haikou/100143684.html?s=01&t=0
金瑞期货股份有限公司,"
量化交易策略师","
深圳-福田区|无工作经验|硕士|招2人|08-13发布",1.5-4万/月,"工作职责：
1、负责对冲交易策略设计、开发、回测和实盘交易，包括但不限于高频交易，算法交易，统计套利，事件套利，可转债套利，期指套利及大宗商品交易等；
2、负责量化对冲类产品（股票对冲产品）的设计、管理以及实盘交易；
3、负责撰写量化投资策略报告，安排、指导研究员对量化组合进行研究与跟踪，参与基于量化策略或模型的投资管理工作。
任职资格及要求：
1、 教育经历：名校博士/硕士，计算机、数学、数理统计类相关专业；
2、 工作经验：2年以上量化策略研究，至少有过实盘经验，有成熟的策略模型、实盘交易记录者；
3、熟悉证券、衍生品市场，包括期货做市、套利、高频交易等领域研究或交易经验；
4、熟悉熟悉Python, C++语言程序的优先;熟悉cpt，飞马或者其他接口连接的优先；
5.具备统计套利或高频交易等复杂交易的相关知识和能力。熟练使用数量经济模型及统计分析软件；对高频交易、统计套利等复杂交易有强烈的兴趣，有强烈的工作激情、事业心和工作责任感，能够吃苦耐劳。
6、  优秀的有相关实习经验的应届生也可以考虑给初级量化策略师职位，欢迎申请！
职能类别：
证券分析师
金融/经济研究员",彩田路东方新天地广场A座31楼,https://jobs.51job.com/shenzhen-ftq/104965009.html?s=01&t=0
北京吉因加科技有限公司,"
生物信息研发工程师（深圳）","
深圳|无工作经验|本科|招5人|08-14发布|生物工程 生物科学，技术",0.8-1.1万/月,"岗位职责：
1、 负责执行肿瘤基因组学研究项目测序数据分析及个性化分析工作；
2、跟进肿瘤基因组学、临床免疫治疗相关的前沿进展的分析方法。
任职要求：
1、工作经验：应届生。学历需求：本科及以上学历，生物、医学、数学统计、计算机等相关专业均可。
2、学习期间具有参与高通量测序生物信息分析工作经验者优先考虑。
3、了解linux工作环境，英语阅读能力良，会使用C/Python/Java/Perl/R中至少一种编程语言者优先。
5、了解高通量测序技术，了解癌症基因相关知识者优先。
6、本岗位可接收实习生。
职能类别：
生物工程/生物制药
临床研究员
关键字：
生物信息
NGS
高通量测序",龙岗区珠江国际中心13号楼B区,https://jobs.51job.com/shenzhen/104730269.html?s=01&t=0
IBM2019应届生招聘项目,"
技术顾问（英语方向）（深圳）(职位编号：07)","
深圳|无工作经验|本科|招若干人|08-13发布",,"IBM中国客户创新中心校园招聘开放的技术顾问一职，希望寻找到兼备应用开发与管理相关背景的应届毕业生，同时对于公司业务有浓厚兴趣，共同以创新的IT解决方案来帮助客户完成业务转型，获得业务增长和竞争优势竞争力。
作为新入职的IBMer, 您将接受一系列的专业培训，内容涵盖了IBM业务线培训(包括Web/Middleware, Mainframe, Strategy & Analytics，数据科学, SAP, Oracle, Testing等技术)、语言培训、软技能培训（包括沟通技巧，如何自我展示和时间管理技能）等。相信IBM的“能力发展模型”能帮助新入职员工更好的处理日常工作，并实现职业成功。
对于此岗位理想的候选人是有积极地态度、良好的技术技能和求知欲望，并且能够与IBM一起，成为科技服务领域的终身学习者。
1、需具备优秀的分析和问题解决能力
2、快速学习者–面对复杂问题有学习和应用的能力
3、良好的团队合作精神，良好的组织能力，以客户为本
4、自我激励，以结果为导向，能全程完成任务并在工作中掌握主动权
5、良好的沟通技能
职位要求：
1、本科或以上学历
2、2019应届或往届（毕业2年内）毕业生
3、计算机科学，软件工程，信息技术，信息系统等相关专业，具体开发岗位可能会覆盖 Java、C、C++、Python、R、SAP、Oracle、Mobile、UI、Cloud、大数据、ASP .Net、VB. Net等
4、 具备良好的英语听、说、读、写能力；英语六级相当者可优先考虑
5、具备开发和（或）软件测试相关实习经验
6、能够配合项目需求出差或在其它城市工作
职能类别：
大学/大专应届毕业生",None,https://jobs.51job.com/shenzhen/105441397.html?s=01&t=0
杭州英歌智达科技有限公司,"
算法工程师","
杭州|1年经验|招3人|08-15发布",1-2.5万/月,"工作地点：杭州
学历及专业：本科及以上学历，研究生、博士优先，电子工程或计算机、数学等相关专业。
外语要求：英语，能熟练阅读英文论文和资料
工作经历：1、应届生、优秀的研究生、博士实习人员
2、1-3年左右的行业经历
行业要求：最好有人脸识别领域的算法经验，没有实际的人脸识别算法经验人选，专业功底必须扎实，具有很好的潜质。
岗位职责：
1、专业为计算机应用技术、计算机图形学、数学、模式识别或其他相关学科。
2、喜欢挑战和创新，能够享受科研创造带来的快乐；
3、有良好的自学能力和独立思考能力，善于思考和表达自己的想法；
4、数学基础优秀，具有良好的数学思维训练和逻辑思考能力；
5、编程能力(C/C++)强，能快速上手Matlab和Python；
6、具备良好的英语听说读写能力；
7、有人脸检测与识别，人脸相关算法，头肩膀识别，行人检测，视频分析相关科研经历者优先。
8、有深度学习相关科研经历者优先 。
9、有算法的实际产品化经验者优先 。
10、熟悉机器学习，如adaboost，SVM, 神经网络等，熟悉常见分类及识别算法。能够使用opencv或者Matlab进行算法验证。
11、具备良好的沟通协调能力和团队合作精神；
公司招聘邮箱：zhaopin@eagle-ai.com职能类别：
高级软件工程师
软件工程师",庆隆路9号B幢,https://jobs.51job.com/hangzhou/97129187.html?s=01&t=0
上海绰瑞资产管理有限公司,"
量化交易分析师","
深圳-南山区|无工作经验|本科|招1人|08-16发布|金融学 软件工程",1-3万/月,"职位描述：
- 负责将投资策略程序化, 并进行分析和优化
- 负责投资市场数据维护、更新、统计分析
- 负责开发及维护交易工具
- 参与开发及维护程序化交易平台
- 参与系统审查和测试
任职要求：
- 本科及以上学历, 具有计算机、金融、数学或其他相关专业学习背景
- 熟悉Python, Matlab, C# 者优先
- 有程序化平台、程序化交易策略开发经验者优先
- 优良的技术故障排除和解决问题的能力
- 热爱金融投资, 愿意在不断变化的环境中工作, 抗压能力强
- 优良的沟通能力
- 接受相关学历的实习生
我们提供：
- 每月1-3万（根据经验）以及年终奖
- 前台交易部门的工作机会, 与交易员和基金经理有紧密日常的工作关系
- 年轻和开放的工作环境, 鼓励新技术和新思路的探索
- 扁平化的管理结构, 参与我们快速增长的业务
- 一个处于高速发展的技术团队的重要角色
职能类别：
证券分析师",科苑大道阿里云大厦 T2座3楼,https://jobs.51job.com/shenzhen-nsq/96029419.html?s=01&t=0
深圳市深大云伴健康科技有限公司,"
软件测试工程师","
深圳-南山区|3-4年经验|大专|招1人|08-16发布",6-9千/月,"1、具有项目经验，测试案例设计能力。
2、熟练APP测试流程跟web端测试流程。
3、掌握一种开发语言（java、Python）者优先。
4、熟练使用jmeter、postman测试工具。
5、熟悉数据库MySQL基本操作。
6、具有较强的推理判断、逆向思维、计划、沟通理解及协调能力。
7、熟悉掌握设计测试用例的方法和技巧，熟悉缺陷管理过程。
8、负责血糖仪、胎心等硬件出库测试。
9、完成领导交待的其他工作。
基本要求：
1、性格开朗，亲和力强，团队合作，人际、理解力强。
2、计算机及相关专业；
3、工作责任心、主动性强，诚信、客户服务导向；
4、学习能力强，熟悉测试工作流程；
职能类别：
软件工程师
软件测试
关键字：
软件测试
工程师
硬件工程师
实习生",南海大道3688号深圳大学南校区计算机与软件大楼D238,https://jobs.51job.com/shenzhen-nsq/103479575.html?s=01&t=0
深圳市易特科信息技术有限公司,"
数据挖掘工程师","
深圳|无工作经验|硕士|招若干人|08-16发布",1.5-3万/月,"1、负责医疗影像大数据分析和挖掘工作；
2、负责数据挖掘项目开发，完成产品研发的测试和优化等工作。
任职资格：
1、数学、统计学、计算机科学等相关专业硕士及以上学历；
2、熟悉聚类、分类、神经网络、SVM等机器学习算法，具有相关算法模型的应用经验；
3、能独立使用相关的数据挖掘工具，如SAS、SPSS等，有海量数据挖掘经验；
4、熟悉SQL，能熟练使用C/C++或Python编程语言；
5、思维缜密，有从事医疗影像数据挖掘经验者优先。
应届生、实习生均可
福利：深圳市人才引进补贴！
         博士流动站！
职能类别：
软件工程师
关键字：
数据挖掘
聚类分析
大数据",广东省深圳市南山区科技园南区高新南七道数字技术园B1栋3层,https://jobs.51job.com/shenzhen/101812476.html?s=01&t=0
深圳商巨智能设备股份有限公司,"
计算机视觉检测算法工程师","
深圳|无工作经验|本科|招5人|08-17发布",1.5-2万/月,"职责：
1参与公司计算机视觉方面的项目
2通过研读相关领域文献寻找解决项目需要的问题的最优算法
3通过Matlab/OpenCV/halcon等对算法进行功能、性能仿真和验证
4利用C/C++在目标平台上实现算法
学历与职业背景要求：
1,扎实的数学基础，掌握常用的统计学习算法理论
2，计算机，图像处理，数学，电子，光学等相关专业，硕士（或本科2年工作经验）学历
3，熟悉C/MATLAB/Python中两种以上者优先；
4，有能力阅读英文论文与专利并工程化；
加分项(任意一项)：
1熟悉halcon、OpenCV算法库，了解FFT,Sift等图像特征的提取算法
2熟悉摄像头参数、性能，了解相机标定原理
3有计算机视觉算法的实际产品化经验
4具备对视觉算法进行高性能优化经验
同时欢迎有图像处理相关项目经验的研究生前来实习
职能类别：
算法工程师
关键字：
算法工程师",深圳市南山区平山一路平山大园第九栋厂房一楼,https://jobs.51job.com/shenzhen/104615234.html?s=01&t=0
深圳善为影业股份有限公司,"
商业数据分析","
深圳|3-4年经验|本科|招1人|08-17发布",1-1.5万/月,"1
、
岗
位
职责
1.1
、独立或协作完成影片、影人、影司、影城、
事件
等
影视
行业市场
观
察与分析；
1.2、对立项的投
资
、
发
行影片
项
目信息
进行
收集、数据处理，
协助
评
估分析；
1.3、协助
参与影片的宣发策略分析；
1.4、协助
部门领导
与
发行
总监制定发行
目标
的
数据收集、
处理
，
并对效果
进行监控；
1.5、
以上工作相关的其他辅助工作；
2
、任
职
要求
2.1
、本科及以上学
历
；数学
/
统计/
生物统计
、金融
/
经济、信息管理等专业背景者优先；
2.2
、
1
年或以上的影
视
行
业
（包括相关自媒体）、互
联
网数据分析、咨
询
公司等相关工作
经历
，有独立
输
出有
观
点的分析
报
告
者
优先；应届生需有
以上
类似的实习经历；
2.3
、有
较强
的学
习
意愿及能力；
2.4
、有
责
任心，
逻辑严谨细致，工作踏实认真
；
2.5
、有
较强
的数据、信息敏感度；有一定好奇心；
2.6
、有一定数据收集、
处理
能力，熟
练
使用
Excel
、
PPT
等
办
公
软
件；
掌握
R
、
Python
、
SPSS
等数据分析工具者
优
先；
2.7
、
对
泛娱乐
市场
有一定研究了解者优先；
有
自媒体编辑/
运营
经验者优先
；
职能类别：
情报信息分析人员
调研员",深圳市福田区天安数码城创新科技广场二期东座1703,https://jobs.51job.com/shenzhen/102497083.html?s=01&t=0
深圳市中投兴业有限公司,"
量化研究员","
深圳-南山区|无工作经验|本科|招若干人|08-17发布|数学与应用数学 统计学",4.5-6千/月,"岗位概述：
1、独立或协助完成团队选定方向的量化策略研究工作，针对市场热点课题进行研究；
2、独立或协助进行量化模型以及策略开发与实施。
任职要求：
1、全日制本科及以上学历，数学、统计、金融工程、风险管理、计算机、经济学、金融学、计量经济学、工商管理MBA、心理学等相关专业；  
2、积极进取，强烈的上进心，抗压能力强；
3、在校硕士研究生及以上亦可加入我公司实习
                            
4、至少熟悉一项量化相关编程语言（SAS，R， Matlab，Python等）。
职能类别：
金融/经济研究员
证券分析师
关键字：
量化",科技园科苑西工业区25栋618室,https://jobs.51job.com/shenzhen-nsq/102097364.html?s=01&t=0
中国科学院深圳先进技术研究院,"
客座学生-无线能量与信息传输实验室","
深圳-南山区|无工作经验|本科|招若干人|08-17发布",1.5-2千/月,"实验室简介
实验室主任是王晓东教授，国家千人计划专家、IEEE fellow。实验室的中级职称以上成员毕业于东南大学、上海交通大学、巴黎六大、普林斯顿大学等国内外知名高校，在多个国际期刊/会议发表多篇论文。实验室拥有良好的科研环境和平台，无论倾向于工程还是学术，欢迎各位优秀的学生加入。
职位描述
中科院深圳先进技术研究院-前瞻性科学与技术中心-无线能量与信息传输实验室招两个方向的学生
1) 人工智能方向的客座学生
2) 网络通信方向的客座学生
岗位要求
已完成基础课程的在硕士研究生，或高年级本科生；
有较强的学习、动手和创造能力，有旺盛的求知欲；
具有强烈的责任心、良好的沟通能力与团队合作精神；
1) 人工智能客座学生：熟悉python，tensorflow, linux, 具备数据结构、算法等编程基础，了解或熟悉机器学习、增强学习基本算法，比如CNN, RNN, FCN, SVM等
2)网络通信客座学生：熟悉c, c++, linux, NS仿真,具备数据结构、算法等编程基础，并懂得网络通信基本原理。
如果应聘客座征得校方及导师的同意，来先进院实习期不低于半年；
技术要求
1) 机器学习客座学生：熟悉python，tensorflow, linux, 具备数据结构、算法等编程基础
2) 网络通信客座学生：熟悉c, c++, linux, NS仿真, 具备数据结构、算法等编程基础
实习待遇
1、报销一次性来院报到交通费（从学校至我院硬卧标准内，实报实销）；
2、每月提供助学金：本科生1655元/月，硕士生2000元/月，博士2600元/月；
3、实习期间先进院统一购买商业保险；
4、可以申请季度奖学金、年度奖学金、岗位助学金等；
5、在指导下完成论文；参与科研项目，提供科研辅助和支持；
6、国内外各领域知名专家教授专业指导，定期专业论坛及讲座；优秀实习生可申请我院正式员工岗位。
职能类别：
科研人员",西丽大学城学苑大道1068号,https://jobs.51job.com/shenzhen-nsq/101098955.html?s=01&t=0
深圳市大当家网络技术开发有限公司,"
高级基础架构工程师（自动化运维）","
深圳|无工作经验|招1人|08-17发布",0.8-1万/月,"高级基础架构工程师（自动化运维）
岗位描述：
1.为项目国际化打造先进的存储、消息队列等分布式系统；
2.研发容器技术，持续改进弹性伸缩服务方案，提升业务的资源利用率、运维效率；
3.研发基础服务组件，解决共性需求，减少重复开发与运维。
岗位要求：
1.要求计算机相关专业博士学历，2018年毕业全职实习亦可；
2.熟练掌握Linux环境下的C/C++/Go/Python/Shell等1至2种以上语言；
3.掌握分布式系统原理，对存储、队列、弹性计算中的一项或多项有深入的理解和认识；
4.扎实的技术基础，熟悉性能、可用性、伸缩性、扩展性、安全性、运维监控、集成发布等；
5.对memcache, Redis, LevelDB, RocksDB, MySQL, Kafka, Docker的一项或多项有经验者优先；
6.思路清晰，具备生产系统快速trouble-shooting 的经验和能力。职能类别：
高级软件工程师",深圳市罗湖区深南东路5002号信兴广场地王大厦40楼11单元,https://jobs.51job.com/shenzhen/90059502.html?s=01&t=0
广州市房掌柜网络技术有限公司,"
java工程师（区块链方向）","
深圳-福田区|2年经验|本科|招1人|08-17发布",1.3-2万/月,"岗位职责:
1、根据业务需求，进行技术编码，调试，单元测试，以及核心模块的代码编写；
2、从事区块链产品的设计和研发工作，搭建基于区块链的底层架构和应用平台，研究区块链的协议，运行机制和底层实现等；
3、参与公司区块链技术与传统行业的衔接，需求整理、书写方案；
4、持续改进核心业务系统的性能。
任职要求：
1.统招本科及以上学历，计算机、软件工程、物理或数学专业；
2.三年以上互联网公司Java开发实习或工作经验，代码编写规范，编程基础杂实，逻辑思维能力强；
3.精通java语言，熟悉c、c++、go、Python语言；
4.熟悉各种数据结构和算法，对密码学，安全协议和加密算法有研究； 
5.熟悉Linux系统，TCP/IP网络协议；
6.有接入BTC、LTC、DASH、ETH、ETC等常见数字货币经验者优先；
7.对区块链有浓厚兴趣者优先，有接入Hyperledger fabric、Ethereum、Bitcoin等常见区块链技术经验者优先；
职能类别：
软件工程师
互联网软件开发工程师
关键字：
java工程师
区块链方向
软件工程师",竹子林求是大厦,https://jobs.51job.com/shenzhen-ftq/101939970.html?s=01&t=0
深圳市海普洛斯生物科技有限公司,"
生物信息学软件开发工程师","
深圳-南山区|无工作经验|本科|招5人|08-17发布|英语良好|生物信息学",10-15万/年,"工作职责：
1、科服项目的生物信息学分析；
2、科服项目的流程搭建、数据挖掘、可视化、报告生成及交付。
任职资格：
1、对编程的极度热爱，并热衷于使用IT技术解读生命密码；
2、对生物信息学较深度的了解；
3、精通C/C++/Python/R/Go/WEB编程技术的两种或以上；
4、熟悉 FASTQ/BAM/SAM/VCF 等不同的数据格式和相应的操作库。
此岗位接受应届生和实习生
职能类别：
生物工程/生物制药",南山区高新技术产业园北区松坪山路3号【奥特迅电力大厦】8层,https://jobs.51job.com/shenzhen-nsq/100389940.html?s=01&t=0
深圳市青葡萄科技有限公司,"
Linux软件开发工程师","
深圳|无工作经验|本科|招3人|08-17发布|计算机工程",0.8-1.5万/月,"职位描述：
从事Linux系统软件的研发工作
任职资格：
1、本科及以上学历，有相关实习经验优先；
2、熟悉Linux操作系统，较强的Linux下C/C++编程能力；
3、熟练掌握相应的数据结构和算法；
4、熟悉Linux下网络编程、多进程/线程编程；
5、至少熟悉一种脚本语言，如Shell、Perl、Python，go语言等；
6、熟悉存储或者文件系统相关开发经验者优先；
7、热爱研发工作，计算机科学基础知识扎实，学习能力强，能够深入学习工作中所涉及的领域及相关内容。
注意：优秀应届毕业生可优先考虑
想在一个拥有无限未来的平台工作吗？想成为严谨、高效代码的代言人吗？
想知道服务器的古灵精怪吗？
想知道需求的三生三世吗？
想知道代码的前世今生吗？
想知道虚拟化的鬼斧神工吗？
想知道分布式系统的跌宕起伏吗？
以人为本的青葡萄给你充分自由的发挥空间，让您的才能能够在这里得到充分的发挥。
在这里您会得到一个技术氛围好、扁平化管理、不打卡、同事关系融洽的工作环境
在这里您会参与公司核心产品的设计与开发
在这里您会负责系统框架和核心业务代码的实现
在这里您会参与制定设计及实现规范，软件部署工作
在这里您会协助持续改进软件系统架构、核心算法或者核心技术模块等，使产品在高性能和高可用性等方面发挥作用
在这里我们一起为我们的代码质量负责，一起为青葡萄的产品负责
加入青葡萄，你可以得到：
1.令你满意的薪资以及福利待遇，入职购买五险一金；
2.每年2次调薪机会，年终奖人人有份；
3.外区员工享有各类补贴以及公司额外购买的保险；
4.总部设有健身房和以及员工食堂，工作日提供餐饮以及餐饮补助；
5.公司每年组织旅游，每季度评选优秀员工，以及优秀员工奖；
6.每月每人100元部门活动经费，每月下午茶，员工生日会及生日福利；
7.享受各种带薪国家节假日，以及10天以上的带薪春节假期。
职能类别：
软件工程师
关键字：
LINUX开发",南山区南头检查站智恒产业园19栋402,https://jobs.51job.com/shenzhen/71209219.html?s=01&t=0
